VCID	VC_taxonomy	VC_rank	VC_taxid	VC_linegae	VC_lifestyle	VC_host	VC_hostid	VC_host_lineage	VC_hostrange	lifestyle2
VC_3371_3	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	"Roseburia,Clostridium,Lachnospira"	841;1485;28050	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Roseburia;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospira;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate
VC_3371_4	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	"Roseburia,Clostridium"	841;1485	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Roseburia;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate
VC_3371_5	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	"Roseburia,Clostridium"	841;1485	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Roseburia;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3372_0	uncultured Caudovirales phage	species	2100421	Viruses;Uroviricota;Caudoviricetes;Caudovirales;;;uncultured Caudovirales phage	Virulent	"Eisenbergiella,Clostridium"	1432051;1485	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Eisenbergiella;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3373_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Virulent	Bilophila	35832	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Bilophila;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3374_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Virulent	Akkermansia	239934	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_3375_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3375_1	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Virulent	"Bacteroidales,Bacteroides,Parabacteroides"	171549;816;375288	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;;;|Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;|Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;	Unknown;Unknown;Unknown;single-order;single-class;single-phylum	Temperate+Virulent
VC_3376_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Unknown	Unassigned	Unassigned	Unassigned	Unassigned	Temperate+Virulent
VC_3377_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Virulent	Unassigned	Unassigned	Unassigned	Unassigned	Virulent
VC_3377_1	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3378_0	Caudoviricetes	class	2731619	Viruses;Uroviricota;Caudoviricetes;;;;	Virulent	Unassigned	Unassigned	Unassigned	Unassigned	Virulent
VC_3379_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	"Bacteroides,Alistipes"	816;239759	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;|Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_338_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Virulent	Unassigned	Unassigned	Unassigned	Unassigned	Virulent
VC_3380_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3382_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Virulent	Coprobacter	1348911	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Coprobacter;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3383_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Virulent	"Roseburia,Clostridium"	841;1485	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Roseburia;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3384_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_3385_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3385_1	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3386_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3387_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_3388_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Virulent	"Bacteroides,Lachnospira"	816;28050	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospira;	Unknown;corss-genus;corss-family;corss-order;corss-class;corss-phylum	Temperate+Virulent
VC_3389_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Virulent	"Bacteroides,Prevotella"	816;838	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;|Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_339_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Virulent	"Serratia,Raoultella,Pluralibacter"	613;160674;1330546	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia;|Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Raoultella;|Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pluralibacter;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Virulent
VC_3390_0	Podoviridae	family	10744	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;;	Unknown	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3391_10	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3391_13	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_3391_14	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3391_15	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_3391_16	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_3391_17	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_3391_18	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3391_19	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3391_2	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Unknown	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3391_20	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_3391_21	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3391_27	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_3391_28	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_3391_3	Caudoviricetes	class	2731619	Viruses;Uroviricota;Caudoviricetes;;;;	Unknown	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3391_4	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_3391_6	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3391_7	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_3391_8	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3391_9	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_3392_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_3393_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Catenibacterium	135858	Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Coprobacillaceae;Catenibacterium;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3394_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Erysipelatoclostridium	1505663	Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelatoclostridium;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3395_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Unknown	Unassigned	Unassigned	Unassigned	Unassigned	Temperate+Virulent
VC_3396_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Unknown	"Coprobacillus,Erysipelatoclostridium"	100883;1505663	Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Coprobacillaceae;Coprobacillus;|Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelatoclostridium;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3397_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Virulent	"Coprobacillus,Erysipelatoclostridium"	100883;1505663	Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Coprobacillaceae;Coprobacillus;|Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelatoclostridium;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Virulent
VC_3398_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	Phascolarctobacterium	33024	Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_3399_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Unknown	"Lachnoclostridium,Enterocloster,Clostridium"	1506553;2719313;1485	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoclostridium;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_34_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	Salmonella	590	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_340_0	uncultured Caudovirales phage	species	2100421	Viruses;Uroviricota;Caudoviricetes;Caudovirales;;;uncultured Caudovirales phage	Temperate	"Pseudomonas,Azonexus"	286;146936	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;|Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Azonexaceae;Azonexus;	Unknown;corss-genus;corss-family;corss-order;corss-class;single-phylum	Temperate
VC_3401_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Virulent	"Bacteroides,Capnocytophaga"	816;1016	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;|Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;	Unknown;corss-genus;corss-family;corss-order;corss-class;single-phylum	Temperate+Virulent
VC_3403_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Unknown	Clostridium	1485	Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3404_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	"Clostridium,Hungatella"	1485;1649459	Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Hungatella;	Unknown;corss-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_3404_2	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Unknown	Lachnoclostridium	1506553	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoclostridium;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3404_3	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	"Lachnoclostridium,Enterocloster,Hungatella"	1506553;2719313;1649459	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoclostridium;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Hungatella;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3405_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Unknown	"Enterocloster,Lacrimispora"	2719313;2719231	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lacrimispora;	Unknown;corss-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3406_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	"Clostridium,Hungatella"	1485;1649459	Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Hungatella;	Unknown;corss-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3407_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	"Lachnoclostridium,Enterocloster,Clostridium,Lacrimispora,Hungatella"	1506553;2719313;1485;2719231;1649459	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoclostridium;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lacrimispora;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Hungatella;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3408_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	"Eisenbergiella,Clostridium"	1432051;1485	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Eisenbergiella;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3409_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Blautia	572511	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_341_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Virulent	Delftia	80865	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_3410_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Eubacterium	1730	Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3411_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	"Succiniclasticum,Eubacterium"	40840;1730	Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Succiniclasticum;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;	Unknown;corss-genus;corss-family;corss-order;corss-class;single-phylum	Temperate+Virulent
VC_3412_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	"Succiniclasticum,Eubacterium,Blautia"	40840;1730;572511	Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Succiniclasticum;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;	Unknown;corss-genus;corss-family;corss-order;corss-class;single-phylum	Temperate+Virulent
VC_3414_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	"Coprococcus,Coprobacillus,Eubacterium"	33042;100883;1730	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Coprococcus;|Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Coprobacillaceae;Coprobacillus;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;	Unknown;corss-genus;corss-family;corss-order;corss-class;single-phylum	Temperate+Virulent
VC_3415_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	Eubacterium	1730	Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_3417_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Unknown	Fusobacterium	848	Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3418_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Peptoniphilus	162289	Bacteria;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Peptoniphilus;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3419_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	Fusobacterium	848	Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3420_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	Fusobacterium	848	Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_3420_1	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Unknown	Fusobacterium	848	Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3421_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	Leptotrichia	32067	Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
